num_bo,ano_bo,id_delegacia,nome_departamento,nome_seccional,delegacia,nome_departamento_circ,nome_seccional_circ,nome_delegacia_circ,ano,mes,flag_status,rubrica,desdobramento,conduta,latitude,longitude,location,cidade,logradouro,numero_logradouro,flag_status_2
3784,2016,10101,DECAP,DEL.SEC.1º CENTRO,01º D.P. SE,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,2016,7,C,Furto (art. 155),NULL,TRANSEUNTE,-23.564984206378,-46.652034579000002,POINT(-46.652034579000002 -23.564984206378),S.PAULO,AVENIDA PAULISTA,1000,C
3426,2016,10102,DECAP,DEL.SEC.1º CENTRO,02º D.P. BOM RETIRO,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,2016,5,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.542476400999899,-46.641928119999903,POINT(-46.641928119999903 -23.542476400999899),S.PAULO,PRAÇA DA REPUBLICA,0,C
836504,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,2016,7,C,Roubo (art. 157),NULL,VEICULO,-23.6163947304285,-46.635156004821397,POINT(-46.635156004821397 -23.6163947304285),S.PAULO,RUA ITAPIRU,478,C
863,2016,30127,DEMACRO,DEL.SEC.DIADEMA,03º D.P. DIADEMA,DEMACRO,DEL.SEC.DIADEMA,03º D.P. DIADEMA,2016,2,C,Lesão corporal (art 129 § 9º),NULL,NULL,-23.672446663585301,-46.605519696219503,POINT(-46.605519696219503 -23.672446663585301),DIADEMA,AVENIDA DOM JOÃO VI,920,C
5064,2016,30307,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02º D.P. MOGI DAS CRUZES,DECAP,DEL.SEC.1º CENTRO,08º D.P. BRAS,2016,12,C,Furto (art. 155),NULL,TRANSEUNTE,-23.546458932999901,-46.616046138999899,POINT(-46.616046138999899 -23.546458932999901),S.PAULO,RUA DOMINGOS PAIVA,0,C
5584,2016,20138,DECAP,DEL.SEC.4º NORTE,38º D.P.  VILA AMALIA,DECAP,DEL.SEC.4º NORTE,72º D.P. VILA PENTEADO,2016,12,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.463506761000001,-46.667516272999897,POINT(-46.667516272999897 -23.463506761000001),S.PAULO,RUA FRANCISCO ALVES PEREIRA,0,C
2093,2016,30406,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEMACRO,DEL.SEC.TABOÃO DA SERRA,01º D.P. ITAPECERICA DA SERRA,2016,6,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.756805684,-46.7983300779999,POINT(-46.7983300779999 -23.756805684),ITAPECERICA DA SERRA,RUA SOLIMÕES,10000,C
763,2016,30102,DEMACRO,DEL.SEC.SANTO ANDRÉ,01º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,01º D.P. SANTO ANDRÉ,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.666105387999899,-46.524977419000002,POINT(-46.524977419000002 -23.666105387999899),S.ANDRE,PRAÇA PRESIDENTE VARGAS,0,C
1296,2016,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,2016,2,C,Furto (art. 155),NULL,OUTROS,-23.710227553999999,-46.548572384000003,POINT(-46.548572384000003 -23.710227553999999),S.BERNARDO DO CAMPO,RUA JOÃO PESSOA,765,C
3990,2016,30302,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.FERRAZ DE VASCONCELOS,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. FERRAZ VASCONCELOS,2016,9,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.5403277800845,-46.378870940915498,POINT(-46.378870940915498 -23.5403277800845),FERRAZ DE VASCONCELOS,RUA PARAGUAI,100,C
2902,2016,30304,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,2016,4,C,Roubo (art. 157),NULL,INTERIOR TRANSPORTE COLETIVO,-23.504183572999999,-46.348834568999997,POINT(-46.348834568999997 -23.504183572999999),ITAQUAQUECETUBA,RUA CAMBARÁ,0,C
6358,2016,30122,DEMACRO,DEL.SEC.DIADEMA,01º D.P. DIADEMA,DEMACRO,DEL.SEC.DIADEMA,04º D.P. DIADEMA,2016,11,C,Roubo (art. 157),NULL,VEICULO,-23.721094210433101,-46.614494253217501,POINT(-46.614494253217501 -23.721094210433101),DIADEMA,RUA ANTÔNIO VIÊIRA,257,C
900174,2016,30312,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.DEF.MUL. MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. MOGI DAS CRUZES,2016,10,C,Lesão corporal (art. 129),NULL,NULL,-23.5237073731818,-46.1931569833636,POINT(-46.1931569833636 -23.5237073731818),MOGI DAS CRUZES,RUA JOSE BONIFACIO,440,C
4580,2016,10367,DECAP,DEL.SEC.3º OESTE,93º D.P. JAGUARÉ,DECAP,DEL.SEC.3º OESTE,51º D.P.  RIO PEQUENO,2016,9,C,Roubo (art. 157),"caput. Subtrair coisa móvel alheia, mediante grave ameaça ou violência a pessoa",TRANSEUNTE,-23.565942503455702,-46.755216581329101,POINT(-46.755216581329101 -23.565942503455702),S.PAULO,RUA MAESTRO SAVINO BENEDICTIS,120,C
4677,2016,30103,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.618634532644698,-46.530624335305497,POINT(-46.530624335305497 -23.618634532644698),S.ANDRE,RUA CLARA,98,C
8001,2016,20120,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,DECAP,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU,2016,7,C,Lesão corporal (art. 129),NULL,NULL,-23.516469344631702,-46.625052742830398,POINT(-46.625052742830398 -23.516469344631702),S.PAULO,AVENIDA CRUZEIRO DO SUL,1800,C
2081,2016,20139,DECAP,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,2016,6,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.540825339695601,-46.644650007195601,POINT(-46.644650007195601 -23.540825339695601),S.PAULO,LARGO DO AROUCHE,40,C
4840,2016,30117,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIBEIRAO PIRES,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIBEIRAO PIRES,2016,11,C,"Furto qualificado (art. 155, §4o.)",§4o. Se o crime é cometido:,RESIDENCIA,-23.717548119999901,-46.419510697,POINT(-46.419510697 -23.717548119999901),RIBEIRAO PIRES,AVENIDA RIBEIRÃO PÍRES,137,C
7961,2016,20224,DECAP,DEL.SEC.7º ITAQUERA,24º D.P.  PONTE RASA,DECAP,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI,2016,9,C,Roubo (art. 157),NULL,INTERIOR DE VEICULO,-23.492252951367199,-46.452767810605401,POINT(-46.452767810605401 -23.492252951367199),S.PAULO,RUA ENGENHEIRO JOSE CRUZ DE OLIVEIRA,400,C
12752,2016,20249,DECAP,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS,DECAP,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS,2016,11,C,Roubo (art. 157),NULL,ESTABELECIMENTO COMERCIAL,-23.6024945995769,-46.482614320384599,POINT(-46.482614320384599 -23.6024945995769),S.PAULO,AVENIDA MATEO BEI,2296,C
852490,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.8º SAO MATEUS,55º D.P.  PARQUE S.RAFAEL,2016,7,C,Furto (art. 155),NULL,TRANSEUNTE,-23.623911785982699,-46.445359737646399,POINT(-46.445359737646399 -23.623911785982699),S.PAULO,RUA LUIS ANTUNES PORTUGAL,30,C
900056,2016,10310,DECAP,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA,DECAP,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA,2016,5,C,Lesão corporal (art. 129),NULL,NULL,-23.580857692060501,-46.578790260787798,POINT(-46.578790260787798 -23.580857692060501),S.PAULO,RUA FALCHI GIANINI,763,C
4076,2016,10235,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.657950676234599,-46.6563183045063,POINT(-46.6563183045063 -23.657950676234599),S.PAULO,RUA EMILIO DE SOUZA DOCCA,803,C
4822,2016,10353,DECAP,DEL.SEC.8º SAO MATEUS,53º D.P.  PARQUE DO CARMO,DECAP,DEL.SEC.8º SAO MATEUS,53º D.P.  PARQUE DO CARMO,2016,7,C,Roubo (art. 157),NULL,INTERIOR ESTABELECIMENTO,-23.573971577929001,-46.4308452501757,POINT(-46.4308452501757 -23.573971577929001),S.PAULO,RUA HISAJI MORITA,815,C
3045,2016,10356,DECAP,DEL.SEC.3º OESTE,89º D.P. JARDIM TABOAO,DECAP,DEL.SEC.3º OESTE,34º D.P.  MORUMBI,2016,4,C,"A.I.-Drogas sem autorização ou em desacordo (Art.33, caput)",NULL,NULL,-23.604936375444801,-46.730549182622099,POINT(-46.730549182622099 -23.604936375444801),S.PAULO,AVENIDA DOM JAIME DE BARROS CAMARA,37,C
2460,2016,10248,DECAP,DEL.SEC.6º SANTO AMARO,48º D.P.  CIDADE DUTRA,DECAP,DEL.SEC.6º SANTO AMARO,48º D.P.  CIDADE DUTRA,2016,7,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.707551535281102,-46.696507904487802,POINT(-46.696507904487802 -23.707551535281102),S.PAULO,AVENIDA DO JANGADEIRO,111,C
900448,2016,10004,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,06º D.P. METROPOLITANO,DECAP,DEL.SEC.3º OESTE,23º D.P.  PERDIZES,2016,11,C,Lesão corporal (art. 129),NULL,NULL,-23.525331999999899,-46.66713,POINT(-46.66713 -23.525331999999899),S.PAULO,ESTAÇÃO TREM PALMEIRAS - BARRA FUNDA,0,C
352,2016,20120,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,2016,1,C,"Lesão corporal seguida de morte (art. 129, §3o.)",NULL,NULL,-23.485497032377999,-46.628832255276599,POINT(-46.628832255276599 -23.485497032377999),S.PAULO,RUA VOLUNTARIOS DA PATRIA,4301,C
2122,2016,10225,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,2016,6,C,Roubo (art. 157),NULL,TRANSEUNTE,,,,S.PAULO,RUA VISCONDE MONTE ALEGRE,300,C
1797,2016,10112,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,2016,4,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.519954324020301,-46.622018533613797,POINT(-46.622018533613797 -23.519954324020301),S.PAULO,AVENIDA PRESIDENTE CASTELO BRANCO,1795,C
2628,2016,10104,DECAP,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,2016,6,C,Furto (art. 155),NULL,OUTROS,-23.5462625627435,-46.644972866538403,POINT(-46.644972866538403 -23.5462625627435),S.PAULO,RUA ARAUJO,232,C
4163,2016,10216,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,2016,4,C,Roubo (art. 157),NULL,VEICULO,-23.617457641965501,-46.632296558517197,POINT(-46.632296558517197 -23.617457641965501),S.PAULO,RUA ESTERO BELACO,403,C
9170,2016,10216,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.6503578539999,-46.648992659999998,POINT(-46.648992659999998 -23.6503578539999),S.PAULO,RUA DAS NHANDIROBAS,520,C
1090544,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.687619749,-46.507072397999899,POINT(-46.507072397999899 -23.687619749),S.ANDRE,AVENIDA DOM PEDRO I,0,C
1259822,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS,2016,10,C,Furto (art. 155),NULL,VEICULO,-23.482483315,-46.546653276999997,POINT(-46.546653276999997 -23.482483315),GUARULHOS,Avenida Guarulhos,1155,C
1377637,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,26º D.P.  SACOMA,2016,10,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.639716280296302,-46.599003262370303,POINT(-46.599003262370303 -23.639716280296302),S.PAULO,RUA CACHOEIRA DOURADA,210,C
1430717,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.3º OESTE,37º D.P.  CAMPO LIMPO,2016,11,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.637063766157901,-46.761761263789403,POINT(-46.761761263789403 -23.637063766157901),S.PAULO,RUA DOUTOR RENATO BUENO NETTO,600,C
1213637,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA,2016,9,C,Furto (art. 155),NULL,OUTROS,-23.5342747512857,-46.451590936785699,POINT(-46.451590936785699 -23.5342747512857),S.PAULO,RUA SABBADO DANGELO,64,C
8554,2016,20250,DECAP,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA,DECAP,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO,2016,8,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.537213903394701,-46.405208179116798,POINT(-46.405208179116798 -23.537213903394701),S.PAULO,ESTRADA DO LAGEADO VELHO,434,C
1386434,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.SANTO ANDRÉ,05º D.P. SANTO ANDRÉ,2016,10,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.646116040831402,-46.491557815011198,POINT(-46.491557815011198 -23.646116040831402),S.ANDRE,RUA NEPAL,55,C
236007,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.521539452827302,-46.463144534509098,POINT(-46.463144534509098 -23.521539452827302),S.PAULO,RUA GUARAPA,54,C
3477,2016,30103,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,2016,6,C,Furto (art. 155),NULL,VEICULO,-23.633862209,-46.533103097000001,POINT(-46.533103097000001 -23.633862209),S.ANDRE,RUA MATO GROSSO,284,C
4397,2016,30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,2016,10,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.673526890323199,-46.558229857739803,POINT(-46.558229857739803 -23.673526890323199),S.BERNARDO DO CAMPO,AVENIDA SENADOR VERGUEIRO,2549,C
641,2016,30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,2016,4,C,Roubo (art. 157),NULL,VEICULO,-23.662395301999901,-46.592376475000002,POINT(-46.592376475000002 -23.662395301999901),S.BERNARDO DO CAMPO,AVENIDA TRINTA E UM DE MARÇO,0,C
1648,2016,20244,DECAP,DEL.SEC.8º SAO MATEUS,44º D.P.  GUAIANAZES,DECAP,DEL.SEC.7º ITAQUERA,103º D.P. COHABII/ITAQU.,2016,3,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.5440623793477,-46.425482367585097,POINT(-46.425482367585097 -23.5440623793477),S.PAULO,RUA LUIS MATEUS,170,C
900100,2016,10362,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,7,C,Lesão corporal (art. 129),NULL,NULL,-23.575944720945898,-46.533245405688,POINT(-46.533245405688 -23.575944720945898),S.PAULO,TRAVESSA ITAPERUM,6,C
2202,2016,10335,DECAP,DEL.SEC.4º NORTE,72º D.P. VILA PENTEADO,DECAP,DEL.SEC.4º NORTE,13º D.P. CASA VERDE,2016,1,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.481597738560101,-46.660814251399501,POINT(-46.660814251399501 -23.481597738560101),S.PAULO,RUA AGOP KERIMIAN,84,C
2450,2016,10342,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,2016,3,C,Lesão corporal (art. 129),NULL,NULL,-23.560998971061501,-46.6632316500922,POINT(-46.6632316500922 -23.560998971061501),S.PAULO,RUA AUGUSTA,2099,C
